First Name,Middle Name,Last Name,Student ID,Aadhaar Number,Skills,Hobbies,Awards,Recognitions,Email,Mobile Number,Emergency Mobile Number,Scar,Mole,Medical History,Temporary Address,City,State,Pincode,Permanent Address,City,State,Pincode,Sibling Name,Sibling Education,admission no,parent id,annual income,first name,middle name,last name,father name,father mobile,father gmail,father education,father occupation,mothername,mother mobile,mother email,mother educaiton,mother occupation,guardian name,guardian gmail,guardian mobile,guardian relation,guardian education,gurrdian occupation
Charlotte,Isabella,Johnson,SDT0013,570319862430,Web development,Gardening,Creative Writing Award,Science Fair Winner Award,erpteststudent13@yopmail.com,8675309512,8463270195,Scar on right knee,Mole on left earlobe,High blood pressure,6666 Chestnut St.,Ranchi,Rajasthan,560001,"48 Mahaveer Nagar, Gopalpura Bypass",Ranchi,Rajasthan,560001,Scarlett and Gabriel,I,ADD0013,PARENT013,"4,683,000",Ashok,Menon,Iyer,Anthony,8439021560,erpgradefather13@yopmail.com,MFA (Master of Fine Arts),Real estate agent,Priscilla,7823456091,erpstudentmother13@yopmail.com,Early Childhood Education Certificate,Social worker,Charlotte Jackson,erpstudentguardian13@yopmail.com,6799997777,Early Childhood Education Certificate,Social worker,"Served as a lifeguard at a community pool, ensuring the safety of swimmers and responding to emergencies."
Amelia,Ava,Brown,SDT0014,685401923476,Social media marketing,Watching movies/TV shows,Drama and Theater Award,Community Service Award,erpteststudent15@yopmail.com,8790123456,7198632450,Scar on back of neck,Mole on upper chest,Kidney stones,8888 Laurel Rd.,Nagpur,Goa,273015,"11 Vaishali Nagar, Vidhyadhar Nagar",Nagpur,Goa,273015,Grace and Henry,II,ADD0014,PARENT014,"6,418,000",Nitin,Mukherjee,Nair,Thomas,6912034587,erpgradefather14@yopmail.com,MSW (Master of Social Work),Financial analyst,Abigail,8679012345,erpstudentmother14@yopmail.com,Special Education Certification,Real estate agent,Samuel Lee,erpstudentguardian14@yopmail.com,6134567890,Special Education Certification,Real estate agent,"Worked as a data entry clerk at a medical office, inputting patient information and maintaining records."
Harper,Victoria,Lopez,SDT0016,810395264370,Accounting,Traveling,Student Council Award,School Spirit Award,erpteststudent16@yopmail.com,8654321098,8045132697,Scar on upper back,Mole on right elbow,Multiple sclerosis,1212 Magnolia Blvd.,Vadodara,Uttarakhand,834001,"67 Gandhi Road, Kumhrar",Vadodara,Uttarakhand,834001,Chloe and David,IV,ADD0016,PARENT016,"9,044,000",Ravi,Desai,Shah,Brian,9562348710,erpgradefather16@yopmail.com,EdD (Doctor of Education),Software developer,Miriam,8954321076,erpstudentmother16@yopmail.com,Social Work Master's Degree,Marketing manager,Benjamin Perez,erpstudentguardian16@yopmail.com,6999777666,Social Work Master's Degree,Marketing manager,"Served as a tour guide for a historical museum, sharing information about exhibits and leading group tours."
Elijah,Anthony,Williams,SDT0017,726195384012,Event planning,Playing chess,History and Social Science Award,Most Improved Student Award,erpteststudent17@yopmail.com,9087654321,9476815203,Scar on left bicep,Mole on back of neck,Osteoporosis,2323 Cedarwood Way,Thiruvananthapuram,Karnataka,641002,"32 Ram Nagar, BHEL Township",Thiruvananthapuram,Karnataka,641002,Lily and Joseph,V,ADD0017,PARENT017,"6,619,000",Sameer,Mehta,Das,Kevin,7425189063,erpgradefather17@yopmail.com,PsyD (Doctor of Psychology),Artist,Susannah,7034567892,erpstudentmother17@yopmail.com,Counseling Master's Degree,Human resources manager,Harper Turner,erpstudentguardian17@yopmail.com,6577770000,Counseling Master's Degree,Human resources manager,"Worked as a receptionist at a dental office, scheduling appointments and greeting patients."
Abigail,Emma,Park,SDT0018,230856471985,Problem solving,Woodworking,Foreign Language Achievement Award,Peer Tutoring Award,erpteststudent18@yopmail.com,8790654321,8926530174,Scar on right temple,Mole on left shoulder blade,Rheumatoid arthritis,3434 Oakdale Ave.,Coimbatore,Chhattisgarh,380001,"9 Nai Sadak, Shyam Nagar",Coimbatore,Chhattisgarh,380001,Penelope and Christopher,VI,ADD0018,PARENT018,"3,962,000",Manish,Gupta,Bhatia,Andrew,8321054976,erpgradefather18@yopmail.com,PharmD (Doctor of Pharmacy),Electrician,Lydia,6278901234,erpstudentmother18@yopmail.com,Psychology Master's Degree,Entrepreneur,Michael Lewis,erpstudentguardian18@yopmail.com,6777771111,Psychology Master's Degree,Entrepreneur,"Completed an internship at a software development company, assisting with coding and software testing."
Logan,Christopher,Kimura,SDT0019,109584736520,Market research,Surfing,Business and Entrepreneurship Award,National Merit Scholarship Commendation,erpteststudent19@yopmail.com,8023456789,8034652198,Scar on right hip,Mole on right knee,Seasonal allergies,4545 Pinehurst Dr.,Chandigarh,Andhra Pradesh,141001,"21 Shastri Nagar, Gangapur City",Chandigarh,Andhra Pradesh,141001,Lila and Anthony,VII,ADD0019,PARENT019,"6,049,000",Vishal,Choudhury,Mehta,Timothy,7095648231,erpgradefather19@yopmail.com,BS in Engineering,Mechanic,Phoebe,8790123456,erpstudentmother19@yopmail.com,Public Health Master's Degree,IT professional,Abigail Cooper,erpstudentguardian19@yopmail.com,6777772222,Public Health Master's Degree,IT professional,"Served as a restaurant hostess, greeting guests and managing seating arrangements."
Emily,Madison,Fernandez,SDT0020,586390214375,Photography,Playing pool/billiards,Physical Fitness Award,Principal's List Award,erpteststudent20@yopmail.com,8970123456,7196854230,Scar on left hip,Mole on left foot,Severe back pain,5656 Maplewood Rd.,Guwahati,Telangana,144401,"48 Mahaveer Nagar, Gopalpura Bypass",Guwahati,Telangana,144401,Ruby and Michael,VIII,ADD0020,PARENT020,"7,622,000",Gautam,Joshi,Gupta,Edward,9046723185,erpgradefather20@yopmail.com,MS in Computer Science,Pharmacist,Rachel,7865432109,erpstudentmother20@yopmail.com,Business Administration Master's Degree,Graphic designer,Daniel Wilson,erpstudentguardian20@yopmail.com,6999993333,Business Administration Master's Degree,Graphic designer,"Worked as a freelance writer, producing content for various websites and publications."
Caleb,Matthew,Taylor,SDT0021,310862497508,Language translation,Rock climbing,Model United Nations Award,Student of the Month Award,erpteststudent21@yopmail.com,8712345678,8974502316,Scar on right shoulder,Mole on left hip,Sleep apnea,6767 Sycamore Ln.,Agra,Mizoram,122001,"11 Vaishali Nagar, Vidhyadhar Nagar",Agra,Mizoram,122001,Savannah and Richard,IX,ADD0021,PARENT021,"4,442,000",Anand,Shah,Chauhan,Patrick,8261093475,erpgradefather21@yopmail.com,BS in Mathematics,Marketing manager,Deborah,8356789012,erpstudentmother21@yopmail.com,Engineering Bachelor's Degree,Event planner,Madison Campbell,erpstudentguardian21@yopmail.com,6888882222,Engineering Bachelor's Degree,Event planner,"Completed an internship at a television news station, assisting with production and reporting."
Elizabeth,Abigail,Jones,SDT0022,947681320658,Copywriting,Yoga/meditation,Robotics and Engineering Award,Perfect Conduct Award,erpteststudent22@yopmail.com,8123456789,8765093421,Scar on left foot,Mole on right bicep,Thyroid disorder,7878 Ashford Ave.,Jodhpur,Arunachal Pradesh,160017,"67 Gandhi Road, Kumhrar",Jodhpur,Arunachal Pradesh,160017,Stella and Timothy,X,ADD0022,PARENT022,"7,110,000",Rajendra,Iyer,Banerjee,George,6978134502,erpgradefather22@yopmail.com,BA in History,Entrepreneur,Naomi,9076543210,erpstudentmother22@yopmail.com,Computer Science Bachelor's Degree,Athletic coach,Matthew Parker,erpstudentguardian22@yopmail.com,6999994444,Computer Science Bachelor's Degree,Athletic coach,"Served as a graphic designer for a marketing agency, creating visual content for clients."
Alexander,David,Smith,SDT0023,502938164875,Search engine optimization (SEO),Playing table tennis,Peer Tutoring Award,Computer Science Achievement Award,erpteststudent23@yopmail.com,8790123450,7291645380,Scar on right wrist,Mole on left lower back,Ulcerative colitis,8989 Willowbrook Dr.,Meerut,Manipur,700001,"32 Ram Nagar, BHEL Township",Meerut,Manipur,700001,Zoey and Andrew,X,ADD0023,PARENT023,"5,124,000",Harish,Khan,Dutta,Kenneth,8073945621,erpgradefather23@yopmail.com,BS in Biology,Human resources manager,Leah,8643210987,erpstudentmother23@yopmail.com,Environmental Science Bachelor's Degree,Therapist,Elizabeth Flores,erpstudentguardian23@yopmail.com,6777775555,Environmental Science Bachelor's Degree,Therapist,"Worked as a line cook at a busy restaurant, preparing and plating dishes."
NITISH SHARMA,,Wong,STNT0026,186109335924,Leadership,Other Creative Hobbies,NA,NA,erpteststudent26@yopmail.com,7793713159,,head,nose,Minor operation,south Chennai Tamil Nadu,Chennai,Tamil Nadu,600035,south Chennai Tamil Nadu,Chennai,Tamil Nadu,600035,Sumedha,9,2019,Parent26,113127,Tejpal singh,,d,Tejpal singh,8462873616,erptestfather26@yopmail.com,MBBS,driver,Kanchan Pathania,8462873717,,BA,Government officer,,,,,,,,
